loan_id,applicant_name,age,gender,income,employment_type,credit_score,loan_amount,loan_purpose,application_date,approval_status
LN0868,Robert Dillon,26,Male,281544,Self-employed,465,1524936,Medical,2023-08-14,Rejected
LN0869,Jason Valentine,58,Male,268467,Salaried,441,1883328,Medical,2025-03-15,Approved
LN0870,Lawrence Lopez,44,Female,399047,Self-employed,372,857150,Education,2025-03-18,Rejected
LN0871,Jessica Morgan,39,Female,424730,Salaried,512,1701909,Business,2024-09-06,Rejected
LN0872,Robert Meza,42,Male,299870,Unemployed,672,1912224,Business,2025-06-19,Approved
LN0873,Jillian Gordon,44,Female,354604,Salaried,675,417562,Home Improvement,2025-07-08,Rejected
LN0874,Mr. John Moon,56,Male,102564,Unemployed,544,1181694,Business,2023-09-04,Rejected
LN0875,Taylor Elliott,58,Male,424879,Self-employed,530,722061,Education,2023-12-16,Rejected
LN0876,Barbara Hernandez,53,Female,175303,Salaried,681,773992,Medical,2023-10-30,Approved
LN0877,Christina Dawson,54,Male,276501,Self-employed,845,1936285,Education,2023-11-18,Approved
LN0878,Jennifer Perez,44,Male,128751,Self-employed,768,233099,Business,2023-09-13,Approved
LN0879,Shane Glenn,32,Female,70342,Salaried,582,284932,Personal,2023-12-30,Rejected
LN0880,Matthew Gonzalez,34,Male,183705,Salaried,435,1043850,Education,2024-05-05,Rejected
LN0881,Anthony Rivera,22,Female,129122,Salaried,537,1801011,Home Improvement,2023-09-10,Rejected
LN0882,Dr. Steven Lee,47,Female,373807,Self-employed,634,1069527,Home Improvement,2024-01-28,Approved
LN0883,Scott Lewis,54,Female,270127,Salaried,435,1933833,Education,2024-12-26,Approved
LN0884,Ronald Hansen,37,Male,283882,Salaried,595,1664282,Business,2024-11-15,Approved
LN0885,Emily Elliott,39,Female,117222,Self-employed,464,1542778,Home Improvement,2024-11-08,Approved
LN0886,Joseph Hernandez PhD,32,Male,114543,Salaried,342,714012,Home Improvement,2024-06-22,Approved
LN0887,Elizabeth Moore,37,Female,126729,Salaried,335,1445766,Education,2023-09-16,Rejected
LN0888,Michael May,30,Female,265105,Salaried,466,1169130,Education,2023-07-24,Approved
LN0889,Brittany Lawson,22,Female,291838,Self-employed,769,1995761,Education,2025-02-12,Approved
LN0890,Bruce Munoz,55,Female,369342,Self-employed,785,1929000,Education,2024-08-20,Rejected
LN0891,David Orozco,57,Male,449208,Salaried,752,760272,Business,2024-03-29,Rejected
LN0892,Sandra Savage,23,Male,385471,Salaried,615,102000,Medical,2025-06-07,Approved
LN0893,Courtney Brown,35,Female,217377,Salaried,356,1325385,Personal,2024-07-13,Rejected
LN0894,Donna Wolfe,35,Female,132611,Salaried,756,1469904,Business,2023-08-26,Rejected
LN0895,Shelly Brown,46,Male,287145,Salaried,823,167540,Education,2024-10-10,Approved
LN0896,Alison Perry,48,Female,232434,Salaried,591,773350,Education,2024-08-25,Rejected
LN0897,Pamela Jones,49,Male,143086,Self-employed,754,1605096,Medical,2024-05-19,Rejected
LN0898,Sarah Harrison,39,Male,452404,Self-employed,734,1577996,Medical,2025-06-26,Approved
LN0899,Cheyenne Hansen,58,Male,105308,Salaried,786,1869333,Home Improvement,2024-05-04,Rejected
LN0900,Bruce Frank,25,Female,76372,Salaried,579,919298,Personal,2024-07-20,Rejected
LN0901,Rebecca Davis,57,Male,134468,Salaried,690,657048,Home Improvement,2024-12-09,Approved
LN0902,Cody Palmer,40,Female,289050,Salaried,774,520853,Business,2024-12-31,Rejected
LN0903,Christopher Gould,30,Female,187375,Unemployed,783,310417,Education,2024-03-09,Rejected
LN0904,Erin Williams,52,Male,44912,Salaried,583,1084001,Business,2024-09-30,Rejected
LN0905,Oscar Spencer,44,Female,326523,Salaried,564,1367003,Medical,2024-03-16,Rejected
LN0906,Linda Hodges,28,Female,298711,Self-employed,317,1822680,Education,2023-12-17,Approved
LN0907,Miss Kristen Roberts,24,Male,197604,Salaried,438,799491,Personal,2024-08-26,Approved
LN0908,Lee Carter,44,Female,363576,Unemployed,664,152162,Education,2025-04-16,Approved
LN0909,Michelle Hall,25,Male,431836,Self-employed,396,1305695,Personal,2023-09-05,Rejected
LN0910,Sabrina Gray,41,Female,172322,Self-employed,671,250977,Home Improvement,2024-11-05,Approved
LN0911,Jonathan Maldonado,30,Male,101800,Salaried,681,1683278,Medical,2024-08-26,Approved
LN0912,Michelle Perez,31,Male,144229,Salaried,526,1793936,Personal,2024-01-13,Rejected
LN0913,Jade Jackson,56,Male,248809,Salaried,378,294455,Personal,2025-01-27,Rejected
LN0914,William Pitts,51,Female,193354,Self-employed,442,1763454,Medical,2023-11-19,Rejected
LN0915,Nicholas Briggs,59,Female,120286,Self-employed,329,1611246,Business,2025-05-27,Approved
LN0916,Patrick Martinez,30,Male,191180,Salaried,433,214846,Medical,2024-04-05,Rejected
LN0917,Mark Burns,28,Male,39859,Self-employed,741,139164,Personal,2024-03-04,Approved
LN0918,Andrew White,53,Male,275934,Salaried,559,140767,Business,2024-09-25,Rejected
LN0919,Maria Fry,21,Male,440187,Salaried,510,1282292,Personal,2024-12-22,Approved
LN0920,Ashley Carrillo,43,Male,77594,Salaried,584,1265826,Education,2023-09-29,Rejected
LN0921,Charles Johnson,53,Male,294717,Salaried,401,1768797,Home Improvement,2024-08-16,Rejected
LN0922,Jean Jones,54,Male,405291,Salaried,588,410235,Home Improvement,2023-11-07,Approved
LN0923,Maria Gonzalez,27,Male,294343,Self-employed,786,818528,Home Improvement,2025-04-25,Approved
LN0924,Katelyn Huffman,27,Male,467645,Salaried,688,939385,Personal,2024-08-16,Approved
LN0925,Mark Saunders,47,Male,429197,Unemployed,426,1027066,Business,2024-10-10,Rejected
LN0926,Christopher White,52,Female,399481,Salaried,341,222486,Education,2024-11-03,Rejected
LN0927,Luis Jones,45,Female,269571,Self-employed,619,1490841,Medical,2024-03-30,Approved
LN0928,Anna Andrews,47,Female,478457,Salaried,371,1926436,Medical,2023-09-03,Rejected
LN0929,Stacy Martinez,44,Male,36703,Unemployed,803,1459486,Business,2025-03-09,Rejected
LN0930,Bruce Hughes,54,Male,92504,Salaried,710,1507598,Home Improvement,2024-01-16,Rejected
LN0931,Karen Smith,31,Male,220688,Unemployed,646,469982,Home Improvement,2024-07-11,Rejected
LN0932,James Simpson,46,Male,152090,Self-employed,811,634095,Home Improvement,2023-09-27,Approved
LN0933,Claire Mcneil,46,Female,279470,Self-employed,714,1066139,Home Improvement,2024-02-12,Approved
LN0934,Gwendolyn Wong,50,Male,94062,Salaried,809,534068,Personal,2025-06-07,Approved
LN0935,Colin Kerr,24,Male,291166,Self-employed,483,852439,Home Improvement,2025-01-21,Rejected
LN0936,Dustin Pham,30,Female,356089,Self-employed,378,1436386,Home Improvement,2024-10-22,Rejected
LN0937,Elizabeth Jackson,50,Male,183911,Self-employed,802,1108631,Education,2024-10-31,Approved
LN0938,David White,55,Male,430537,Salaried,740,1895757,Business,2024-03-25,Approved
LN0939,Robert Armstrong,41,Female,262026,Salaried,333,420921,Home Improvement,2024-12-19,Rejected
LN0940,Janet Welch,40,Male,287676,Salaried,619,1550980,Medical,2025-04-06,Approved
LN0941,Matthew Scott,28,Female,376071,Salaried,781,1048057,Home Improvement,2024-01-21,Rejected
LN0942,Michael Joseph,53,Male,235198,Salaried,686,1343816,Education,2024-03-19,Rejected
LN0943,Brian Smith,39,Female,62203,Salaried,346,318850,Education,2024-12-30,Rejected
LN0944,Angela Bass,58,Male,431182,Self-employed,649,848120,Business,2023-08-04,Approved
LN0945,Maria Jones,43,Female,214166,Salaried,550,569284,Personal,2024-02-20,Rejected
LN0946,Shannon Jordan,58,Male,390705,Salaried,612,290063,Education,2024-01-27,Approved
LN0947,Eileen Lee,55,Female,49596,Salaried,732,1241285,Home Improvement,2024-05-20,Rejected
LN0948,Jordan Delgado,38,Male,394882,Salaried,322,713778,Medical,2025-06-04,Rejected
LN0949,Gregory Ramirez,41,Male,453795,Salaried,510,754574,Medical,2024-09-30,Rejected
LN0950,Gina Ward,42,Male,352346,Salaried,746,473118,Medical,2024-01-28,Approved
LN0951,Nathan Harris,25,Male,180657,Salaried,604,1252760,Medical,2025-04-05,Rejected
LN0952,Alexandra Barnes,60,Male,406285,Self-employed,397,1291230,Education,2024-12-14,Approved
LN0953,Stuart Roberts,57,Female,253926,Salaried,378,1416371,Education,2023-11-27,Rejected
LN0954,Ryan Lyons,40,Female,377842,Salaried,504,918879,Medical,2024-02-24,Approved
LN0955,John Tucker,53,Female,382090,Self-employed,484,1897374,Business,2025-03-21,Rejected
LN0956,James White,54,Male,332432,Salaried,778,611902,Home Improvement,2023-11-10,Rejected
LN0957,Rebecca Ruiz,48,Male,303819,Salaried,773,359840,Personal,2024-06-03,Approved
LN0958,Debbie Thompson,40,Female,245094,Salaried,365,1379442,Personal,2024-06-22,Rejected
LN0959,Jacqueline Sweeney,38,Female,368712,Salaried,541,901162,Personal,2025-03-22,Approved
LN0960,Evan Warren,33,Male,158758,Self-employed,617,1023413,Medical,2024-03-23,Approved
LN0961,Katherine White,48,Female,369173,Unemployed,506,384198,Education,2024-03-08,Approved
LN0962,Sarah Moore,37,Female,375333,Salaried,343,1565137,Medical,2023-12-09,Rejected
LN0963,Bethany Hernandez,24,Male,194576,Self-employed,365,1938642,Medical,2024-06-22,Rejected
LN0964,Ronald Hardy,26,Female,470302,Self-employed,443,545014,Business,2023-10-14,Rejected
LN0965,Jeffrey Chaney,53,Male,303656,Self-employed,837,578079,Medical,2024-06-01,Rejected
LN0966,Samuel Flores,36,Male,435374,Self-employed,637,1795531,Home Improvement,2024-06-14,Rejected
LN0967,Anthony Davis,36,Female,144299,Salaried,479,499018,Education,2025-04-26,Rejected
LN0968,Christopher Bond,37,Male,287089,Salaried,415,713727,Home Improvement,2024-05-19,Rejected
LN0969,Tammy Norman,36,Female,491076,Self-employed,448,811262,Medical,2024-07-15,Rejected
LN0970,Dwayne Martinez,40,Male,368374,Unemployed,335,1814696,Business,2025-04-14,Rejected
LN0971,Justin White,36,Female,319788,Salaried,671,1944057,Business,2023-11-30,Approved
LN0972,Christian Allen,36,Female,233670,Salaried,702,1995123,Education,2024-08-22,Approved
LN0973,Brian Hogan,36,Female,140303,Self-employed,464,1970762,Medical,2023-12-23,Rejected
LN0974,Darren Christian,47,Male,173674,Self-employed,803,1037950,Medical,2024-12-18,Rejected
LN0975,Melissa Quinn,42,Female,489675,Unemployed,402,1778893,Personal,2023-10-06,Rejected
LN0976,Timothy Baker,53,Male,214474,Salaried,634,1000558,Business,2023-10-19,Rejected
LN0977,Sarah Bennett,32,Female,444721,Self-employed,303,890248,Personal,2025-03-14,Rejected
LN0978,Dylan Luna,41,Male,88105,Salaried,828,1546452,Personal,2023-11-23,Rejected
LN0979,Danielle Miller,47,Female,266710,Salaried,436,596685,Personal,2024-01-07,Rejected
LN0980,Donna Simmons,41,Female,134157,Salaried,676,431449,Medical,2024-08-01,Rejected
LN0981,James Hall,57,Male,40870,Unemployed,534,1951791,Business,2025-06-14,Rejected
LN0982,Janet Boyle,33,Female,397662,Self-employed,350,891031,Home Improvement,2024-02-24,Rejected
LN0983,Stephanie Lee,37,Male,76693,Unemployed,474,1239594,Business,2025-05-10,Approved
LN0984,Joel Johnson,54,Female,435463,Unemployed,764,1784884,Medical,2023-09-30,Approved
LN0985,Megan Wright,34,Male,481903,Self-employed,572,653900,Medical,2025-01-07,Rejected
LN0986,Anthony Watts,48,Male,344616,Salaried,589,1574017,Personal,2024-09-05,Rejected
LN0987,Cynthia Garcia,47,Male,45085,Salaried,568,543849,Home Improvement,2023-11-11,Rejected
LN0988,Debra Hughes,36,Female,335609,Self-employed,769,229807,Business,2025-06-15,Approved
LN0989,Jesse Yu,41,Female,390108,Salaried,692,1535733,Medical,2024-09-14,Rejected
LN0990,Luke Boone,37,Male,79953,Salaried,353,748063,Personal,2024-01-08,Rejected
LN0991,Rebecca Cole,43,Male,32810,Salaried,690,684403,Medical,2023-10-18,Approved
LN0992,Jon Martin,29,Male,334342,Salaried,473,1106433,Medical,2023-08-08,Rejected
LN0993,Donna Smith,50,Male,77001,Salaried,843,957919,Personal,2024-05-26,Approved
LN0994,Shawn Riddle,41,Male,97041,Salaried,587,1618299,Education,2024-08-23,Rejected
LN0995,Jordan Mendoza,39,Female,351352,Self-employed,570,1134170,Education,2024-07-30,Rejected
LN0996,Debbie York,31,Female,416331,Unemployed,454,1215334,Medical,2024-02-14,Approved
LN0997,Karen Yates,30,Male,150513,Salaried,781,595729,Personal,2023-09-02,Rejected
LN0998,Jesse Lopez,48,Male,499329,Unemployed,341,975933,Education,2024-08-14,Rejected
LN0999,John Campbell,56,Female,269997,Salaried,451,309321,Education,2023-08-10,Approved
LN1000,Nicholas Johnson,39,Male,467756,Salaried,820,1775058,Education,2025-05-28,Approved
